

                  |¯¯¯|            |¯¯¯¯¯¯¯¯¯¯¯¯¯|  |¯¯¯¯¯¯¯¯¯¯¯¯¯|  |¯¯¯¯¯¯¯¯¯¯¯¯¯|
                  |   |            |             |  |             |  |             |
                  |   |            |   |¯¯¯¯¯|   |  |   |¯¯¯¯¯¯¯¯¯   |    |¯¯¯¯¯¯¯¯ 
                  |   |            |   |     |   |  |   |            |    |________ 
                  |   |            |   |     |   |  |   |   |¯¯¯¯¯|  |             |
                  |   |            |   |     |   |  |   |   |_    |  |_________    |
                  |   |            |   |     |   |  |   |     |   |            |   |
                  |   |_________   |   |_____|   |  |   |_____|   |   _________|   |
                  |             |  |             |  |             |  |             |
                  |_____________|  |_____________|  |_____________|  |_____________|

==============================================================================================================
  DATE     |   DAY   |     TIME     |   TYPE  |                           MESSAGE
08/08/21   |   SUN   |   21:42:17   |   INF   |   AARON ECKHART.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:17   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:21   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:21   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:21   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:21   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:21   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:21   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:21   |   INF   |   ADRIEN BRODY.JPG IS SELECTED FOR VALIDATION
08/08/21   |   SUN   |   21:42:21   |   INF   |   ADRIEN BRODY.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:21   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:22   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:22   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:22   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:22   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:22   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:22   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:22   |   INF   |   AISHWARIYA RAI.JPG IS SELECTED FOR VALIDATION
08/08/21   |   SUN   |   21:42:22   |   INF   |   AISHWARIYA RAI.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:22   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:24   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:24   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:24   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:24   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:24   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:24   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:24   |   INF   |   AKASH SONI-0.JPG IS SELECTED FOR VALIDATION
08/08/21   |   SUN   |   21:42:24   |   INF   |   AKASH SONI-0.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:24   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:25   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:25   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:25   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:25   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:25   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:25   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:25   |   INF   |   AKASH SONI-1.JPG IS SELECTED FOR VALIDATION
08/08/21   |   SUN   |   21:42:25   |   INF   |   AKASH SONI-1.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:25   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:26   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:26   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:26   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:26   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:26   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:26   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:26   |   INF   |   AKASH SONI-2.JPG IS SELECTED FOR VALIDATION
08/08/21   |   SUN   |   21:42:26   |   INF   |   AKASH SONI-2.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:26   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:27   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:27   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:27   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:27   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:27   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:27   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:27   |   INF   |   CHRIS HEMSWORTH.JPG IS SELECTED FOR VALIDATION
08/08/21   |   SUN   |   21:42:27   |   INF   |   CHRIS HEMSWORTH.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:27   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:29   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:29   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:29   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:29   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:29   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:29   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:29   |   INF   |   KAREENA KAPOOR.JPG IS SELECTED FOR VALIDATION
08/08/21   |   SUN   |   21:42:29   |   INF   |   KAREENA KAPOOR.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:29   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:30   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:30   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:30   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:30   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:30   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:30   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:30   |   INF   |   NARENDRA MODI.JPG IS SELECTED FOR VALIDATION
08/08/21   |   SUN   |   21:42:30   |   INF   |   NARENDRA MODI.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:30   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:31   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:31   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:31   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:31   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:31   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:31   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:31   |   INF   |   NORA FATEHI.JPG IS SELECTED FOR VALIDATION
08/08/21   |   SUN   |   21:42:31   |   INF   |   NORA FATEHI.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:31   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:33   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:33   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:33   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:33   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:33   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:33   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:33   |   INF   |   RAHUL GANDHI.JPG IS SELECTED FOR VALIDATION
08/08/21   |   SUN   |   21:42:33   |   INF   |   RAHUL GANDHI.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:33   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:33   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:33   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:33   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:33   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:33   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:33   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:33   |   INF   |   ROBERT DOWNEY.JPG IS SELECTED FOR VALIDATION
08/08/21   |   SUN   |   21:42:33   |   INF   |   ROBERT DOWNEY.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:33   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:35   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:35   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:35   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:35   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:35   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:35   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:35   |   INF   |   RYAN GOSLING.JPG IS SELECTED FOR VALIDATION
08/08/21   |   SUN   |   21:42:35   |   INF   |   RYAN GOSLING.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:35   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:37   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:37   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:37   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:37   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:37   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:37   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:37   |   INF   |   SAIF ALI.JPG IS SELECTED FOR VALIDATION
08/08/21   |   SUN   |   21:42:37   |   INF   |   SAIF ALI.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:37   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:40   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:40   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:40   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:40   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:40   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:40   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:40   |   INF   |   SALMAN KHAN.JPG IS SELECTED FOR VALIDATION
08/08/21   |   SUN   |   21:42:40   |   INF   |   SALMAN KHAN.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:40   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:41   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:41   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:41   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:41   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:41   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:41   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:41   |   INF   |   SHAHRUKH KHAN.JPG IS SELECTED FOR VALIDATION
08/08/21   |   SUN   |   21:42:41   |   INF   |   SHAHRUKH KHAN.JPG IS ENDING WITH .JPG
08/08/21   |   SUN   |   21:42:42   |   CHK   |   FACE VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:43   |   INF   |   ONE PERSON PER IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:43   |   INF   |   3 CHANNELS VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:43   |   INF   |   3 DIMENSIONS IMAGE VALIDATION CONDITION SATISFIED
08/08/21   |   SUN   |   21:42:43   |   INF   |   SATISFIED ALL THE VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   MOVED IMAGE TO GOOD_IMAGE DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:43   |   PAS   |   IMAGE VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:43   |   END   |   IMAGE VALIDATION MODULE COMPLETED
--------------------------------------------------------------------------------------------------------------

                                             NAME VALIDATION
--------------------------------------------------------------------------------------------------------------
08/08/21   |   SUN   |   21:42:43   |   BEG   |   NAME VALIDATION MODULE INITIALIZED
--------------------------------------------------------------------------------------------------------------
08/08/21   |   SUN   |   21:42:43   |   CHK   |   NAME VALIDATION CONSTRUCTOR INTIALZED
08/08/21   |   SUN   |   21:42:43   |   INF   |   GOOD_IMAGES DIRECTORY  FOUND
08/08/21   |   SUN   |   21:42:43   |   INF   |   SOT LOADED SUCCESSFULLY
08/08/21   |   SUN   |   21:42:43   |   PAS   |   NAME VALIDATION CONSTRUCTOR COMPLETED
08/08/21   |   SUN   |   21:42:43   |   CHK   |   PERSON NAME VALIDATION METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['AARON', 'ECKHART'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   AARON ECKHART.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   AARON ECKHART.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['ADRIEN', 'BRODY'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   ADRIEN BRODY.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   ADRIEN BRODY.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['AISHWARIYA', 'RAI'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   AISHWARIYA RAI.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   AISHWARIYA RAI.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['AKASH', 'SONI-0'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   AKASH SONI-0.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   AKASH SONI-0.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['AKASH', 'SONI-1'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   AKASH SONI-1.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   AKASH SONI-1.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['AKASH', 'SONI-2'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   AKASH SONI-2.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   AKASH SONI-2.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['CHRIS', 'HEMSWORTH'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   CHRIS HEMSWORTH.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   CHRIS HEMSWORTH.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['KAREENA', 'KAPOOR'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   KAREENA KAPOOR.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   KAREENA KAPOOR.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['NARENDRA', 'MODI'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   NARENDRA MODI.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   NARENDRA MODI.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['NORA', 'FATEHI'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   NORA FATEHI.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   NORA FATEHI.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['RAHUL', 'GANDHI'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   RAHUL GANDHI.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   RAHUL GANDHI.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['ROBERT', 'DOWNEY'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   ROBERT DOWNEY.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   ROBERT DOWNEY.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['RYAN', 'GOSLING'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   RYAN GOSLING.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   RYAN GOSLING.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['SAIF', 'ALI'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   SAIF ALI.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   SAIF ALI.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['SALMAN', 'KHAN'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   SALMAN KHAN.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   SALMAN KHAN.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   INF   |   ['SHAHRUKH', 'KHAN'] IS SELECTED
08/08/21   |   SUN   |   21:42:43   |   INF   |   SHAHRUKH KHAN.JPG IS SATISFYING VALIDATION CONDITIONS
08/08/21   |   SUN   |   21:42:43   |   INF   |   SHAHRUKH KHAN.JPG IS REMAINED TO GOOD_IMAGES DIRECTORY
08/08/21   |   SUN   |   21:42:43   |   PAS   |   PERSON NAME VALIDATION METHOD COMPLETED
08/08/21   |   SUN   |   21:42:43   |   END   |   NAME VALIDATION MODULE COMPLETED
--------------------------------------------------------------------------------------------------------------

                                             IMAGE PREPROCESSING
--------------------------------------------------------------------------------------------------------------
08/08/21   |   SUN   |   21:42:43   |   BEG   |   IMAGE PREPROCESSING MODULE INITIALIZED
--------------------------------------------------------------------------------------------------------------
08/08/21   |   SUN   |   21:42:43   |   CHK   |   IMAGE PREPROCESSING CONSTRUCTOR INITIALIZED
08/08/21   |   SUN   |   21:42:49   |   INF   |   FACENET MODEL IS LOADED
08/08/21   |   SUN   |   21:42:49   |   INF   |   MTCNN MODEL IS LOADED
08/08/21   |   SUN   |   21:42:49   |   PAS   |   IMAGE PREPROCESSING CONSTRUCTOR COMPLETED
08/08/21   |   SUN   |   21:42:49   |   CHK   |   FACE EXTRACTOR METHOD INITIALIZED
08/08/21   |   SUN   |   21:42:49   |   INF   |   EXTRACTING FACE FROM IMAGES
08/08/21   |   SUN   |   21:42:49   |   INF   |   AARON ECKHART.JPG IS SELECTED
08/08/21   |   SUN   |   21:42:51   |   INF   |   AARON ECKHART FACE IS EXTRACTED
08/08/21   |   SUN   |   21:42:51   |   INF   |   ADRIEN BRODY.JPG IS SELECTED
08/08/21   |   SUN   |   21:42:51   |   INF   |   ADRIEN BRODY FACE IS EXTRACTED
08/08/21   |   SUN   |   21:42:51   |   INF   |   AISHWARIYA RAI.JPG IS SELECTED
